record_id,timestamp,what is your gender,in which year of your studies are you currently enrolled,what was your bac specialty,how many hours per week do you spend studying personnal efforts,where do you prefer to study,you prefer to study,what learning methods do help you understand better,what types of resources do you use most,do you use a planer or a schedule in your revisions,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,how do other s feedback influence you,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,1y average s1,1y average s2,1y average,2y average s1,2y average s2,2y average,3y average s1,3y average s2,3y average,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,2y dsa 2,2y logic,2y mathematical analysis 2,2y databases,2y probability,2y web development,2y introduction to business,2y theory of computing,2y operating systems,2y computer architecture,2y statistical inference,2y introduction to ai,2y mathematical analysis 3,2y electronic circuits labs,3y data mining,3y operations research,3y stochastic,3y software engineering,3y networks and protocols,3y mobile development,3y entrepreneurship and innovation,3y machine learning,3y numerical methods and optimisation,3y time series,3y advanced databases,3y computer and network security,4 forth,how do others feedbacks influence you,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat,2y analysis iii,2y dsa,2y archi 1,2y complexity,2y proba stat ii,2y lin alg ii,2y intro ai,2y oper res,2y archi ii,2y oper syst,2y soft eng,2y web prog,2y intro busin
255,,Female,First year,Mathematics,34-41,In your room (dorms),Alone,"Learning by practicing, Interactive workshops, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,,Teachers' teaching method,Private life problems,Teaching language,Not having a good (powerful) computer,,3,Yes,3,5,,5-7 hours,3,8,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
256,,Female,First year,Mathematics,10-17,In the school's library,In peer,Learning by practicing,"Online tutorials, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,,Teachers' teaching method,Teaching language,Private life problems,Not having a good (powerful) computer,,3,No,3,4,,8 hours or more,4,4,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
257,,Male,First year,Mathematics,18-25,In your room (dorms),Alone,"Lectures, Learning by practicing, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Teaching language,Lack of time,Lack of previous knowledge or experience in the field,,Pressure,Bad quality of internet,Private life problems,Not having a good (powerful) computer,,3,No,3,3,,5-7 hours,3,2,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,You do not care about,,,,,,,,,,,,,,,,,,,,,,
258,,Female,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing,YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,,Not having a good (powerful) computer,Bad quality of internet,Private life problems,Teaching language,,2,No,3,4,,5-7 hours,2,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,You do not care about,,,,,,,,,,,,,,,,,,,,,,
259,2025/01/08 8:15:34 PM GMT+1,Male,First year,Mathematics,34-41,In your room (dorms),Alone,Lectures;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,Yes,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Teaching language,Private life problems,Not having a good (powerful) computer,,3,Yes,4,5,Positively,5-7 hours,4,5,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2025/01/08 7:35:33 PM GMT+1,Male,First year,Mathematics,10-17,At home,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Online tutorials;YouTube videos;Private courses,Yes,Bad quality of internet,Lack of time,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Private life problems,Pressure,Teachers' teaching method,Teaching language,,4,Yes,2,3,You do not care about,5-7 hours,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,Female,First year,Mathematics,18-25,In the school's library,Alone,"Lectures, Learning by practicing","Online documents, YouTube videos",No,Lack of previous knowledge or experience in the field,Lack of time,Pressure,,Teachers' teaching method,Bad quality of internet,Private life problems,Not having a good (powerful) computer,,3,No,3,3,,5-7 hours,4,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teaching language,Positively,,,,,,,,,,,,,,,,,,,,,,
262,,Female,First year,Science,18-25,In the school's library,With a group,"Learning by practicing, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Bad quality of internet,Lack of time,Pressure,,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Teaching language,,3,No,4,4,,8 hours or more,4,8,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not having a good (powerful) computer,Negatively,,,,,,,,,,,,,,,,,,,,,,
263,2025/01/08 8:44:43 PM GMT+1,Male,First year,Mathematics,10-17,In your room (dorms),In peer,Learning by practicing;Online courses and tutorials,Online tutorials;YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Not having a good (powerful) computer,,2,No,2,3,Negatively,5-7 hours,1,8,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,Male,First year,Science,18-25,In your room (dorms),Alone,Lectures,Online documents,Yes,Private life problems,Lack of time,Bad quality of internet,,Lack of previous knowledge or experience in the field,Teaching language,Teachers' teaching method,Not having a good (powerful) computer,,3,Yes,3,4,,5-7 hours,5,8,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,You do not care about,,,,,,,,,,,,,,,,,,,,,,
265,2025/01/08 6:06:50 PM GMT+1,Female,First year,Mathematics,10-17,In your room (dorms),In peer,Mind mapping and visualization;Interactive workshops,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Stress and scared from exams since i didnt work good at midterms,2,Yes,3,2,Negatively,8 hours or more,2,7,5,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,Male,Third year,Mathematics,18-25,In your room (dorms),With a group,Learning by practicing,Just lectures nothing else,Yes,Teachers' teaching method,Pressure,Lack of previous knowledge or experience in the field,,Lack of time,Bad quality of internet,Not having a good (powerful) computer,Private life problems,,2,No,3,4,,5-7 hours,4,7,5,5,7,,,,High,14.0,14.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Teaching language,Positively,,,,,,,,,,Very High,High,Moderate,High,High,High,Moderate,High,High,Very High,High,High,High
267,,Female,First year,Technical maths,26-33,In the school's library,In peer,"Learning by practicing, Interactive workshops, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Lack of time,Pressure,Lack of previous knowledge or experience in the field,,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,,2,No,1,1,,5-7 hours,3,6,5,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,Negatively,,,,,,,,,,,,,,,,,,,,,,
268,,Male,First year,Science,10-17,In the school's library,Alone,"Project-based learning, Mind mapping and visualization","Online tutorials, YouTube videos",No,Lack of previous knowledge or experience in the field,Pressure,Private life problems,,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Teaching language,,3,Yes,4,4,,5-7 hours,3,7,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of time,You do not care about,,,,,,,,,,,,,,,,,,,,,,
269,,Female,First year,Science,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Teaching language,Pressure,Lack of time,,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Private life problems,,1,No,3,5,,5-7 hours,1,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
270,,Female,First year,Mathematics,18-25,In your room (dorms),With a group,"Interactive workshops, Online courses and tutorials","Books, YouTube videos",Yes,Lack of time,Pressure,Teachers' teaching method,,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,,1,Yes,5,3,,5-7 hours,1,7,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Negatively,,,,,,,,,,,,,,,,,,,,,,
271,,Female,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing,"Books, YouTube videos",Yes,Lack of time,Pressure,Teachers' teaching method,,Teaching language,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,,3,No,5,5,,8 hours or more,1,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,Positively,,,,,,,,,,,,,,,,,,,,,,
272,2025/01/08 6:03:01 PM GMT+1,Male,First year,Mathematics,18-25,In your room (dorms),Alone,Learning by practicing,Online documents;YouTube videos,No,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Bad quality of internet,Not having a good (powerful) computer,,2,No,3,4,Negatively,8 hours or more,3,7,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,Female,First year,Science,More than 41 hours,In the school's library,Alone,"Learning by practicing, Mind mapping and visualization","Online documents, YouTube videos",Yes,Lack of time,Pressure,Teachers' teaching method,,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,,3,Yes,3,3,,4 hours or less,2,8,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Negatively,,,,,,,,,,,,,,,,,,,,,,
274,,Female,First year,Technical maths,10-17,In the school's library,With a group,Learning by practicing,YouTube videos,No,Lack of time,Pressure,Bad quality of internet,,Teachers' teaching method,Private life problems,Not having a good (powerful) computer,Teaching language,,2,No,4,4,,5-7 hours,3,9,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Positively,,,,,,,,,,,,,,,,,,,,,,
275,2025/01/09 6:37:30 PM GMT+1,Male,First year,Technical maths,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,فقدان الشغف,3,Yes,4,4,Positively,5-7 hours,3,7,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,Male,First year,Mathematics,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Online courses and tutorials","Books, Online documents, YouTube videos",No,Private life problems,Pressure,Lack of time,,Teaching language,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,,3,Yes,4,5,,5-7 hours,4,8,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
277,,Male,First year,Mathematics,18-25,In your room (dorms),In peer,"Learning by practicing, Online courses and tutorials","Online documents, YouTube videos",No,Lack of time,Pressure,Teachers' teaching method,,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,,3,No,3,5,,5-7 hours,3,7,5,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
278,,Female,First year,Mathematics,18-25,In the school's library,In peer,"Learning by practicing, Interactive workshops","Online tutorials, YouTube videos",No,Pressure,Teachers' teaching method,Bad quality of internet,,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,Not having a good (powerful) computer,,3,No,4,4,,5-7 hours,4,6,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of time,You do not care about,,,,,,,,,,,,,,,,,,,,,,
279,,Male,First year,Science,34-41,In your room (dorms),Alone,"Learning by practicing, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,,2,No,1,4,,4 hours or less,3,6,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,Negatively,,,,,,,,,,,,,,,,,,,,,,
280,,Female,First year,Mathematics,34-41,In your room (dorms),Alone,Lectures,YouTube videos,Yes,Pressure,Teachers' teaching method,Lack of time,,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,,3,No,3,3,,5-7 hours,3,7,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
281,,Male,First year,Mathematics,18-25,In the school's library,Alone,"Learning by practicing, Online courses and tutorials","Online tutorials, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Teachers' teaching method,Pressure,,Private life problems,Teaching language,Not having a good (powerful) computer,Bad quality of internet,,3,No,4,5,,5-7 hours,3,7,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of time,You do not care about,,,,,,,,,,,,,,,,,,,,,,
282,2025/01/11 6:52:24 PM GMT+1,Male,First year,Mathematics,10-17,In the school's library,Alone,Learning by practicing,YouTube videos,Yes,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Private life problems,Lack of time,Pressure,,2,Yes,3,4,Positively,5-7 hours,3,8,5,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,Female,First year,Mathematics,26-33,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization","Online documents, YouTube videos",Yes,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,,Bad quality of internet,Private life problems,Teaching language,Not having a good (powerful) computer,,3,Yes,3,5,,5-7 hours,1,7,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of time,Positively,,,,,,,,,,,,,,,,,,,,,,
284,,Female,First year,Science,10-17,In the school's library,With a group,Learning by practicing,YouTube videos,Yes,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,,Pressure,Teaching language,Bad quality of internet,Not having a good (powerful) computer,,3,No,5,5,,5-7 hours,3,10,5,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of time,You do not care about,,,,,,,,,,,,,,,,,,,,,,
285,,Female,Third year,Mathematics,34-41,At home,Alone,"Lectures, Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Teaching language,Lack of time,,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Bad quality of internet,,2,Yes,1,3,,5-7 hours,4,10,5,8,8,,,,Moderate,10.0,10.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Pressure,You do not care about,,,,,,,,,,High,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,High,Moderate,Moderate,High
286,,Female,First year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, YouTube videos",No,Lack of time,Teaching language,Pressure,,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Private life problems,,2,Yes,4,5,,5-7 hours,4,8,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Positively,,,,,,,,,,,,,,,,,,,,,,
287,,Male,First year,Science,10-17,In your room (dorms),Alone,Online courses and tutorials,"Online tutorials, YouTube videos",Yes,Private life problems,Teaching language,Lack of time,,Pressure,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of time,,3,No,3,3,,5-7 hours,5,3,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,You do not care about,,,,,,,,,,,,,,,,,,,,,,
288,,Female,Third year,Mathematics,34-41,In the school's library,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, YouTube videos",Yes,Lack of time,Bad quality of internet,Pressure,,Teaching language,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Private life problems,,2,No,4,4,,8 hours or more,2,7,6,9,8,,,,Moderate,10.0,10.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,You do not care about,,,,,,,,,,Moderate,Moderate,Moderate,High,Moderate,Moderate,Low,Low,Moderate,Moderate,High,Moderate,High
289,,Male,First year,Mathematics,10-17,In the school's library,Alone,"Project-based learning, Interactive workshops, Online courses and tutorials",YouTube videos,No,Private life problems,Bad quality of internet,Lack of time,,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,,2,Yes,2,4,,8 hours or more,4,8,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,Positively,,,,,,,,,,,,,,,,,,,,,,
290,,Male,First year,Mathematics,More than 41 hours,In the school's library,Alone,"Lectures, Learning by practicing, Project-based learning","Books, Lectures",Yes,Bad quality of internet,Bad quality of internet,Bad quality of internet,,Bad quality of internet,Bad quality of internet,Bad quality of internet,Bad quality of internet,,3,Yes,5,5,,5-7 hours,4,6,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,Positively,,,,,,,,,,,,,,,,,,,,,,
291,2025/01/08 8:00:11 PM GMT+1,Female,First year,Mathematics,18-25,In the school's library,Alone,Project-based learning,Online documents,No,Pressure,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Private life problems,,3,No,4,5,Negatively,4 hours or less,3,7,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,Male,First year,Mathematics,18-25,In the school's library,In peer,"Learning by practicing, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Lack of time,Bad quality of internet,Pressure,,Teaching language,Teachers' teaching method,Not having a good (powerful) computer,Private life problems,,3,No,4,5,,8 hours or more,3,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
293,,Female,First year,Science,18-25,In the school's library,Alone,Online courses and tutorials,Online documents,No,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,,Teachers' teaching method,Teachers' teaching method,Pressure,Not having a good (powerful) computer,,2,No,4,5,,5-7 hours,4,5,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Positively,,,,,,,,,,,,,,,,,,,,,,
